ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
10011,0,0,0,0,2,46.5,0,0.05,0,0,Dec,1,1,2,2,New_Visitor,0,0
11172,0,0,0,0,2,57.5,0,0.1,0,0,Dec,1,1,4,2,Returning_Visitor,0,0
4740,3,29,0,0,2,11,0.075,0.075,0,0,Dec,1,1,4,8,Returning_Visitor,0,0
4941,4,91,0,0,2,22,0.033333333,0.022222222,0,0,Dec,1,1,1,2,New_Visitor,0,0
7345,4,152,0,0,2,44.5,0,0.02,0,0,Dec,1,1,2,2,New_Visitor,0,0
10318,0,0,0,0,3,0,0.2,0.2,0,0,Dec,1,1,1,3,Returning_Visitor,0,0
7779,0,0,0,0,3,39.5,0,0.033333333,0,0,Dec,1,1,9,8,New_Visitor,0,0
8877,0,0,0,0,3,59,0,0.066666667,0,0,Dec,1,1,3,2,Other,0,0
6700,0,0,0,0,3,61.5,0,0.033333333,0,0,Dec,1,1,9,2,Returning_Visitor,0,0
10264,0,0,0,0,3,62.25,0,0.066666667,0,0,Dec,1,1,7,2,Returning_Visitor,0,0
9572,0,0,0,0,3,98,0,0.066666667,0,0,Dec,1,1,9,2,Returning_Visitor,0,0
11788,0,0,0,0,3,136.5,0,0.066666667,0,0,Dec,1,1,4,3,Other,0,0
10224,0,0,0,0,3,158,0.033333333,0.033333333,0,0,Dec,1,1,1,3,New_Visitor,0,0
8402,0,0,0,0,3,159,0,0.033333333,0,0,Dec,1,1,1,1,Returning_Visitor,0,0
4377,3,54.5,2,7,3,23,0.066666667,0.066666667,0,0,Dec,1,1,1,8,Returning_Visitor,0,0
5873,4,141.5,0,0,3,59.5,0,0.025,0,0,Dec,1,1,2,8,New_Visitor,0,0
7939,0,0,0,0,4,0,0.2,0.2,0,0,Dec,1,1,2,1,Returning_Visitor,0,0
8109,0,0,0,0,4,66,0,0.05,0,0,Dec,1,1,8,2,Returning_Visitor,0,0
6170,0,0,0,0,4,72.5,0,0.05,0,0,Dec,1,1,8,10,Returning_Visitor,0,0
6789,0,0,0,0,4,96.33333333,0.083333333,0.0875,0,0,Dec,1,1,2,3,Returning_Visitor,0,0
12091,0,0,0,0,4,121.75,0,0.05,0,0,Dec,1,8,9,2,Returning_Visitor,0,0
11716,0,0,0,0,4,143.5,0.033333333,0.058333333,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
10345,0,0,0,0,4,156.5,0,0.05,0,0,Dec,1,8,1,6,New_Visitor,0,0
5122,0,0,0,0,5,46.75,0,0.04,0,0,Dec,1,1,3,3,Returning_Visitor,0,0
4037,0,0,0,0,5,54.33333333,0,0.02,0,0,Dec,1,2,1,3,Returning_Visitor,0,0
6447,0,0,0,0,5,117.75,0,0.04,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
8419,0,0,0,0,5,118.75,0.04,0.08,0,0,Dec,1,1,1,8,New_Visitor,0,0
5069,7,251.75,0,0,5,50,0,0.05,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
11259,0,0,0,0,6,97.5,0,0.016666667,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
9522,0,0,0,0,6,474.3333333,0,0.01,0,0,Dec,1,1,3,3,Returning_Visitor,0,0
10234,4,396.5,0,0,6,415.5,0,0.0125,0,0,Dec,1,1,3,8,New_Visitor,0,0
4175,0,0,0,0,7,53,0.028571429,0.057142857,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
8579,0,0,0,0,7,202.25,0,0.028571429,0,0,Dec,1,1,2,2,Returning_Visitor,0,0
4888,0,0,0,0,7,1544.75,0.014285714,0.033333333,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
9790,0,0,1,0,7,228,0,0.025,0,0,Dec,1,1,6,3,Returning_Visitor,0,0
6878,1,63.5,0,0,7,58.9,0,0.025,0,0,Dec,1,1,2,2,New_Visitor,0,0
9422,5,100,0,0,7,137.25,0.02,0.05,0,0,Dec,1,2,3,3,New_Visitor,0,0
8540,0,0,0,0,8,106.0833333,0.025,0.05625,0,0,Dec,1,1,2,1,Returning_Visitor,0,0
3751,0,0,0,0,8,188,0.05,0.0875,0,0,Dec,1,1,2,1,Returning_Visitor,0,0
6999,0,0,0,0,8,190.1590909,0.05625,0.055357143,0,0,Dec,1,1,7,3,Returning_Visitor,0,0
7407,0,0,0,0,8,221.5,0,0.00625,0,0,Dec,1,1,1,2,New_Visitor,0,0
9694,3,28.5,0,0,8,181.6666667,0.022222222,0.044444444,0,0,Dec,1,1,3,10,Returning_Visitor,0,0
9456,3,96.5,0,0,8,323.5,0,0.02,0,0,Dec,1,1,6,2,Returning_Visitor,0,0
10591,4,229.25,0,0,8,372.25,0.022222222,0.00952381,0,0,Dec,1,2,1,8,Returning_Visitor,0,0
6303,0,0,0,0,9,190.3333333,0,0.033333333,0,0,Dec,1,1,3,2,New_Visitor,0,0
11784,0,0,0,0,9,891.5,0,0.0125,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
8896,2,28,0,0,9,163.375,0,0.018181818,0,0,Dec,1,2,3,2,New_Visitor,0,0
9569,2,248.5,5,192.25,9,1176.5,0,0.0125,0,0,Dec,1,1,3,2,New_Visitor,0,0
11637,2,530.5,2,9,9,452.25,0.026666667,0.053333333,0,0,Dec,1,1,7,2,Returning_Visitor,0,0
5921,4,98.5,0,0,9,281.75,0,0.030909091,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
3813,5,115.9666667,1,0,9,181.3,0,0.016666667,0,0,Dec,1,1,1,8,New_Visitor,0,0
11262,9,141.75,2,310.5,9,123.5,0,0.017647059,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
6585,0,0,0,0,10,244.6666667,0.005,0.065,0,0,Dec,1,1,1,1,Returning_Visitor,0,0
11174,0,0,0,0,10,357.5555556,0,0.022222222,0,0,Dec,1,8,3,11,New_Visitor,0,0
6809,0,0,0,0,10,416.5833333,0,0.036666667,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
3743,0,0,0,0,10,824,0.06,0.09,0,0,Dec,1,1,1,3,Returning_Visitor,0,0
11475,1,3,0,0,10,577.1666667,0,0.022222222,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
10027,1,47.5,0,0,10,1202.875,0,0.025454545,0,0,Dec,1,1,8,3,Returning_Visitor,0,0
4080,1,60.5,0,0,10,449.5,0.025,0.033333333,0,0,Dec,1,8,2,20,Returning_Visitor,0,0
7877,1,63.5,0,0,10,552.3333333,0,0.016363636,0,0,Dec,1,1,4,10,Returning_Visitor,0,0
8301,4,296.75,0,0,10,183.7083333,0.015384615,0.026666667,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
6985,5,224.75,0,0,10,235.4166667,0.015384615,0.030769231,0,0,Dec,1,1,8,2,New_Visitor,0,0
7312,9,319.8333333,1,18,10,332.3333333,0,0.015384615,0,0,Dec,1,1,5,2,Returning_Visitor,0,0
3717,0,0,0,0,11,124.2166667,0,0.075757576,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
5204,0,0,0,0,11,281.9,0.02,0.04,0,0,Dec,1,8,1,6,Returning_Visitor,0,0
9448,0,0,0,0,11,782.5,0,0.01,0,0,Dec,1,1,3,2,New_Visitor,0,0
4530,0,0,0,0,11,1289.333333,0,0.022222222,0,0,Dec,1,1,6,2,New_Visitor,0,0
10495,1,67.5,1,0,11,816.5,0,0.016666667,0,0,Dec,1,1,6,2,New_Visitor,0,0
7734,2,11,0,0,11,976,0.024358974,0.044688645,0,0,Dec,1,1,1,1,Returning_Visitor,0,0
6049,3,86.75,2,51,11,145.6666667,0.007692308,0.023076923,0,0,Dec,1,1,1,2,New_Visitor,0,0
6768,0,0,0,0,12,262.9166667,0.008333333,0.055555556,0,0,Dec,1,6,1,2,Returning_Visitor,0,0
6920,0,0,0,0,12,335,0.018181818,0.045454545,0,0,Dec,1,1,8,10,Returning_Visitor,0,0
8159,0,0,0,0,12,349.5,0,0.008333333,0,0,Dec,1,1,6,1,Returning_Visitor,0,0
6679,1,41.5,0,0,12,237.5,0.015384615,0.046153846,0,0,Dec,1,8,2,1,Returning_Visitor,0,0
4393,3,15,0,0,12,1138.25,0.030769231,0.048717949,0,0,Dec,1,1,1,3,Returning_Visitor,0,0
9928,0,0,0,0,13,751.5416667,0.033846154,0.06025641,0,0,Dec,1,1,7,2,Returning_Visitor,0,0
12210,0,0,1,0,13,268.75,0.007692308,0.038461538,13.43133991,0,Dec,1,1,1,1,Returning_Visitor,0,0
8061,0,0,0,0,14,152,0.057142857,0.057142857,0,0,Dec,1,1,4,3,Returning_Visitor,0,0
4882,0,0,0,0,14,536,0,0.01025641,0,0,Dec,1,1,3,10,Returning_Visitor,0,0
4957,5,91.5,0,0,14,187.9166667,0,0.02745098,0,0,Dec,1,1,3,3,Returning_Visitor,0,0
4495,0,0,0,0,15,489.7083333,0,0.003846154,0,0,Dec,1,1,1,2,New_Visitor,0,0
7002,0,0,0,0,15,827.1666667,0.013333333,0.046666667,0,0,Dec,1,1,8,20,Returning_Visitor,0,0
5843,0,0,2,7,16,794.5416667,0.015686275,0.071568627,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
4143,1,21,0,0,16,375.9166667,0,0.007142857,0,0,Dec,1,1,1,2,New_Visitor,0,0
11142,0,0,0,0,17,289.5555556,0.017647059,0.031372549,0,0,Dec,1,1,1,10,Returning_Visitor,0,0
10923,0,0,0,0,17,2186.961538,0.01875,0.02422619,0,0,Dec,1,1,1,10,Returning_Visitor,0,0
10095,0,0,5,118.5,17,558.3988095,0.022727273,0.046212121,0,0,Dec,1,8,5,11,Returning_Visitor,0,0
4840,2,34.5,0,0,17,491.8333333,0,0.014705882,0,0,Dec,1,1,3,2,New_Visitor,0,0
9337,2,197.5,0,0,17,820.5,0.011111111,0.011111111,0,0,Dec,1,1,1,8,Returning_Visitor,0,0
10647,3,201.15,0,0,17,506.1833333,0,0.001666667,0,0,Dec,1,8,3,11,New_Visitor,0,0
8682,4,934.5,1,92,18,937.7166667,0,0.005555556,0,0,Dec,1,1,6,2,New_Visitor,0,0
7169,0,0,0,0,19,696.875,0.010526316,0.035087719,0,0,Dec,1,2,4,2,Returning_Visitor,0,0
8969,0,0,0,0,20,301,0.005555556,0.066666667,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
10998,0,0,0,0,20,655.0416667,0,0.023928571,0,0,Dec,1,1,4,2,Returning_Visitor,0,0
10382,0,0,0,0,20,1078.583117,0.011111111,0.025925926,0,0,Dec,1,1,8,2,Returning_Visitor,0,0
9426,4,441.1,0,0,20,249.8214286,0,0.0388,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
5279,0,0,0,0,21,173,0.00952381,0.023809524,0,0,Dec,1,2,3,3,Returning_Visitor,0,0
5210,2,123.75,0,0,21,938.3333333,0.01,0.016666667,218.3951915,0,Dec,1,1,3,2,Returning_Visitor,0,0
7061,4,102.0833333,0,0,21,863.1666667,0,0.015833333,0,0,Dec,1,1,1,8,Returning_Visitor,0,0
7641,1,88,0,0,22,516.8333333,0,0.016666667,0,0,Dec,1,1,3,8,Returning_Visitor,0,0
10272,0,0,0,0,23,752.7619048,0.013043478,0.015217391,0,0,Dec,1,1,6,3,Returning_Visitor,0,0
7015,0,0,0,0,23,1434.908333,0,0.030952381,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
11844,2,47.5,0,0,23,472.4166667,0,0.032985131,0,0,Dec,1,1,1,3,Returning_Visitor,0,0
9170,8,147,0,0,23,627,0.006896552,0.011264368,25.19297315,0,Dec,1,1,8,2,Returning_Visitor,0,0
7567,1,34.5,0,0,24,819.15,0,0.001449275,0,0,Dec,1,1,2,2,Returning_Visitor,0,0
5941,2,95,0,0,24,360.5416667,0.011538462,0.017948718,0,0,Dec,1,1,1,1,Returning_Visitor,0,0
9190,3,119.5,0,0,24,347.9166667,0,0.008333333,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
5977,1,43.5,0,0,25,1055.583333,0.007407407,0.022839506,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
5416,9,73.25,0,0,26,2923.25,0.020689655,0.037931034,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
9637,8,112,0,0,27,601.0864146,0.012643678,0.019984651,0,0,Dec,1,1,2,8,Returning_Visitor,0,0
4058,9,509.8333333,2,23,27,1438.854167,0.020952381,0.043333333,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
8198,7,118.5,0,0,28,829.2083333,0,0.015151515,17.79456354,0,Dec,1,2,3,2,Returning_Visitor,0,0
9906,1,36.5,0,0,30,1668.116667,0,0.023809524,0,0,Dec,1,1,8,2,Returning_Visitor,0,0
6722,5,222.75,0,0,31,4374.416667,0.011764706,0.025098039,0,0,Dec,1,1,2,1,Returning_Visitor,0,0
11270,0,0,1,249.5,33,1458.97619,0.027459219,0.041167134,0,0,Dec,1,1,1,10,Returning_Visitor,0,0
10677,9,272.0416667,6,502.75,33,3239.418207,0.02,0.025011905,17.02873771,0,Dec,1,1,1,2,Returning_Visitor,0,0
11521,12,214.05,0,0,33,536.3227273,0.007317073,0.015853659,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
6022,8,305.6666667,1,0,35,796.25,0.005555556,0.011574074,0,0,Dec,1,1,3,10,Returning_Visitor,0,0
3927,0,0,3,13,36,1042.507143,0.01025641,0.027136752,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
10166,1,8,5,358.75,36,991.5,0.014285714,0.031904762,0,0,Dec,1,1,8,2,Returning_Visitor,0,0
10341,8,335.0636364,3,738.0833333,36,2228.707287,0.005853659,0.010086083,27.79149135,0,Dec,1,1,3,2,New_Visitor,0,0
8256,0,0,0,0,37,1234.525,0,0.020720721,0,0,Dec,1,2,5,3,Returning_Visitor,0,0
11714,4,208.8888889,4,134,37,1335.809127,0.024242424,0.038460744,6.062330164,0,Dec,1,1,6,1,Returning_Visitor,0,0
6137,0,0,0,0,38,1244.35,0.039473684,0.053909774,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
4768,8,133.4,0,0,38,2666.066667,0.002272727,0.016576479,17.06291074,0,Dec,1,1,4,2,Returning_Visitor,0,0
6021,3,50,5,248.75,39,1034.3125,0.013043478,0.017826087,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
7404,6,166.375,1,0,39,1858.833333,0.001515152,0.011818182,50.17693633,0,Dec,1,1,1,2,Returning_Visitor,0,0
5635,5,200.8333333,0,0,44,1909.080556,0.004761905,0.018253968,0,0,Dec,1,8,1,10,Returning_Visitor,0,0
11463,12,356.125,0,0,44,2187.338725,0.005102041,0.029042386,0,0,Dec,1,1,8,1,Returning_Visitor,0,0
8869,8,822.6666667,3,225.3333333,45,1896.966667,0.011764706,0.02745098,7.521155028,0,Dec,1,1,3,1,Returning_Visitor,0,0
5154,4,84.75,0,0,46,962.9011905,0.004444444,0.01212963,0,0,Dec,1,1,6,2,Returning_Visitor,0,0
8131,0,0,6,129.125,47,1117.642857,0.00754717,0.019339623,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
7757,0,0,0,0,48,1361.63442,0.010204082,0.01728863,14.5218625,0,Dec,1,1,4,3,Returning_Visitor,0,0
4732,0,0,0,0,49,938.0416667,0.00375,0.010664683,0,0,Dec,1,1,7,2,Returning_Visitor,0,0
10572,1,15,1,4,49,711.3630952,0,0.002040816,0,0,Dec,1,1,1,2,New_Visitor,0,0
11973,7,169.5,0,0,50,1557.916667,0.003773585,0.013207547,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
11015,13,296.0416667,3,46.25,52,1249.481746,0.036885246,0.061460507,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
9899,8,522.25,0,0,53,1899.058333,0.004938272,0.007694004,14.16739222,0,Dec,1,1,1,2,Returning_Visitor,0,0
6743,0,0,2,120.5,54,1389.216667,0.008928571,0.025119048,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
5314,6,122.25,1,33.5,60,2719.654762,0.006557377,0.012080406,0,0,Dec,1,2,1,2,Returning_Visitor,0,0
11433,1,82,0,0,62,1243.17619,0.006451613,0.00983871,0,0,Dec,1,1,6,2,Returning_Visitor,0,0
6134,8,164.5833333,1,880.25,62,2587.150595,0.008333333,0.013161376,0,0,Dec,1,2,7,2,Returning_Visitor,0,0
8472,17,446.9333333,8,597.5833333,62,2350.667857,0.007452575,0.033986814,79.48403933,0,Dec,1,1,7,10,Returning_Visitor,0,0
7079,2,100,6,131,63,2611.651923,0,0.002985075,0,0,Dec,1,1,6,2,Returning_Visitor,0,0
4972,0,0,0,0,64,1690.778409,0.014285714,0.025219349,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
11217,1,42.5,0,0,67,2413.754403,0.006153846,0.01030303,0,0,Dec,1,1,6,1,Returning_Visitor,0,0
9481,7,350.6,9,406.9166667,68,2435.74375,0.002564103,0.01555896,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
9762,0,0,0,0,77,1903.601743,0.003151515,0.029314358,0,0,Dec,1,1,3,1,Returning_Visitor,0,0
5376,1,11,1,8,79,2693.582331,0,0.003430424,0,0,Dec,1,1,3,2,Returning_Visitor,0,0
8357,4,62.66666667,0,0,82,1805.277375,0,0.023295607,0,0,Dec,1,1,2,2,Returning_Visitor,0,0
4544,7,98,3,61,83,2355.682738,0.002873563,0.022487296,0,0,Dec,1,1,1,2,Returning_Visitor,0,0
5058,12,878.7121212,4,256.5,86,4479.116226,0.005442177,0.026406456,2.356437292,0,Dec,1,1,1,2,Returning_Visitor,0,0
3856,0,0,3,121.25,89,3296.602091,0.00326087,0.017287492,0,0,Dec,1,1,4,2,Returning_Visitor,0,0
8571,2,40.5,0,0,89,1938.996646,0.003863636,0.01808048,0,0,Dec,1,1,1,3,Returning_Visitor,0,0
12272,3,163.3333333,0,0,96,1949.647252,0.00742268,0.014405743,0,0,Dec,1,1,1,1,Returning_Visitor,0,0
6151,4,55,3,17.25,100,1284.361822,0.001923077,0.011603935,0,0,Dec,1,1,1,10,Returning_Visitor,0,0
11030,1,49,0,0,112,2237.603885,0.003933137,0.019128308,0,0,Dec,1,1,4,2,Returning_Visitor,0,0
11810,0,-1,0,-1,1,-1,0.2,0.2,0,0,Feb,1,1,4,3,Returning_Visitor,0,0
10526,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
6205,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
8406,0,0,0,0,1,0,0.2,0.2,0,0,Feb,1,1,1,1,Returning_Visitor,0,0
8280,0,0,0,0,2,27,0.15,0.15,0,0,Feb,1,1,7,2,Returning_Visitor,0,0
3709,0,0,0,0,2,52,0,0.1,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
9832,0,0,0,0,3,138,0,0.066666667,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
10723,0,0,0,0,3,395,0,0.066666667,0,0,Feb,1,1,3,3,Returning_Visitor,0,0
7587,0,0,0,0,4,76,0.05,0.1,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
6414,0,0,0,0,5,156,0,0.04,0,0,Feb,1,1,9,3,Returning_Visitor,0,0
9359,0,0,0,0,10,183.6666667,0.04,0.08,0,0,Feb,1,1,3,1,Returning_Visitor,0,0
9782,3,87,0,0,10,320.5,0,0.015384615,0,0,Feb,1,1,2,3,Returning_Visitor,0,0
4860,0,0,0,0,12,162,0.05,0.066666667,0,0,Feb,1,1,1,3,Returning_Visitor,0,0
8735,0,0,0,0,14,222.4,0.017142857,0.057142857,0,0,Feb,1,1,1,2,Returning_Visitor,0,0
9081,3,58.5,0,0,17,281.6666667,0.007058824,0.017647059,0,0,Feb,1,1,3,4,Returning_Visitor,0,0
3727,0,0,0,0,19,620.0333333,0,0.007894737,0,0,Feb,1,1,4,2,Returning_Visitor,0,0
3987,0,0,0,0,28,1231.233333,0.007142857,0.030357143,0,0,Feb,1,1,4,3,Returning_Visitor,0,0
11761,0,0,0,0,2,33,0,0.1,0,0.2,Feb,1,1,1,3,Returning_Visitor,0,0
5653,0,0,0,0,6,1566.5,0.05,0.066666667,0,0.2,Feb,1,1,1,3,Returning_Visitor,0,0
3855,0,0,0,0,9,272.5,0,0.011851852,0,0.2,Feb,1,1,6,3,Returning_Visitor,0,0
6042,4,103.625,0,0,14,1003.416667,0,0.018039216,0,0.2,Feb,1,1,3,3,Returning_Visitor,0,0
7638,0,0,0,0,6,415,0,0.033333333,0,0.4,Feb,1,1,3,2,Returning_Visitor,0,0
3811,0,0,0,0,10,225.4666667,0,0.05,0,0.4,Feb,1,1,8,3,Returning_Visitor,0,0
4231,2,36,0,0,15,168.8461538,0,0.011764706,0,0.4,Feb,1,1,1,3,Returning_Visitor,0,0
8417,0,0,0,0,16,407.75,0.01875,0.025833333,0,0.4,Feb,1,1,4,3,Returning_Visitor,0,0
4264,0,0,0,0,3,22,0,0.066666667,0,0.6,Feb,1,1,3,2,Returning_Visitor,0,0
